"Item_1" "Item_2" "Item_3" "Item_4" "Item_5" "Item_6" "Item_7" "Item_8" "Item_9" "Item_10" "Item_11" "Item_12" "Item_13" "Item_14" "Item_15" "Item_16" "Item_17" "Item_18" "Item_19" "Item_20" "Item_21" "Item_22" "Item_23" "Item_24" "Item_25" "Item_26" "Item_27" "Item_28" "Item_29" "Item_30" "Item_31" "Item_32" "Item_33" "Item_34" "Item_35" "Item_36" "Item_37" "Item_38" "Item_39" "Item_40" "Item_41" "Item_42" "Item_43" "Item_44" "Item_45" "Item_46" "Item_47" "Item_48" "Item_49" "Item_50" "Item_51" "Item_52" "Item_53" "Item_54" "Item_55" "Item_56" "Item_57" "Item_58" "Item_59" "Item_60" "Item_61" "Item_62" "Item_63" "Item_64" "Item_65" "Item_66" "Item_67" "Item_68" "Item_69" "Item_70" "Item_71" "Item_72" "Item_73" "Item_74" "Item_75" "Item_76" "Item_77" "Item_78" "Item_79" "Item_80" "Item_81" "Item_82" "Item_83" "Item_84" "Item_85" "Item_86" "Item_87" "Item_88" "Item_89" "Item_90" "Item_91" "Item_92" "Item_93" "Item_94" "Item_95" "Item_96" "Item_97" "Item_98" "Item_99" "Item_100"
"258" 3 6 4 5 5 6 2 6 4 2 3 7 4 7 4 6 1 2 1 2 3 5 3 7 4 1 5 5 3 5 2 2 2 1 1 2 7 5 1 4 5 2 3 6 5 4 6 4 6 6 5 7 6 7 4 3 7 2 5 3 5 5 3 4 6 2 4 3 2 6 5 5 6 5 6 3 7 5 2 4 6 7 6 2 2 1 6 3 2 4 7 1 6 2 4 2 7 2 4 2
"259" 6 2 2 5 1 4 3 4 3 1 3 6 6 7 3 5 2 1 2 3 7 6 7 7 3 1 2 5 5 2 7 6 6 6 4 5 7 7 3 7 4 2 6 4 4 4 7 6 3 4 2 5 3 7 2 6 6 2 5 7 7 5 7 3 5 3 3 5 4 3 7 7 7 7 6 7 4 5 1 3 3 7 2 4 4 6 6 7 6 6 5 7 3 5 5 1 1 2 2 3
"260" 2 7 7 7 7 7 5 7 6 7 6 6 5 7 5 5 1 1 1 5 2 2 2 1 2 7 3 5 6 6 5 6 4 2 3 5 3 3 3 4 4 1 4 7 3 3 3 5 5 5 3 6 6 5 1 2 4 5 3 6 3 5 5 3 4 4 5 2 4 6 4 4 3 6 3 1 5 4 5 3 6 7 5 5 1 5 2 5 7 2 4 3 5 3 4 6 2 5 4 4
"261" 4 6 6 7 5 6 4 6 6 5 5 5 1 4 3 7 2 1 1 2 6 4 3 3 5 5 5 5 6 6 6 4 6 1 4 2 4 6 5 4 4 3 3 5 4 6 6 4 6 5 3 4 6 5 2 5 2 3 4 6 5 3 5 5 5 3 2 3 2 5 4 5 3 4 5 5 5 7 6 5 4 6 7 5 3 4 3 2 6 2 7 4 7 2 4 2 3 5 4 5
"262" 5 5 3 6 4 4 2 7 5 2 5 4 3 7 6 4 3 5 1 3 7 7 6 7 5 3 1 7 5 5 3 3 5 5 3 3 1 2 6 4 2 3 4 6 3 4 5 5 7 4 4 4 4 3 4 5 6 5 5 7 3 6 4 3 6 5 5 5 2 5 6 3 4 4 4 2 5 4 3 2 7 7 7 6 5 4 2 1 6 2 5 6 3 7 6 1 2 4 3 4
"263" 2 5 6 7 5 4 1 6 3 5 7 7 6 7 5 5 1 1 2 1 5 6 6 7 5 1 2 3 3 3 5 7 5 5 5 5 3 4 2 6 6 5 6 7 5 7 7 6 1 1 1 5 1 2 6 7 7 5 7 7 3 3 5 2 6 5 4 3 2 5 6 2 5 6 6 5 6 6 2 3 5 6 2 2 5 6 1 3 6 2 5 6 7 7 5 3 1 2 1 1
"264" 1 2 2 2 2 2 4 1 3 3 4 3 3 6 5 6 2 2 4 2 4 2 3 6 3 2 4 3 5 3 6 4 6 5 6 6 7 6 5 7 7 7 6 7 6 7 7 7 1 2 2 2 2 2 4 7 3 7 4 7 1 1 5 1 2 5 5 6 5 6 6 5 7 6 6 4 5 5 1 2 7 7 6 7 5 7 2 1 1 2 3 6 3 1 3 5 7 7 7 6
"265" 5 1 2 2 1 5 5 3 2 1 1 5 7 1 3 7 2 7 7 6 7 7 7 7 5 1 1 2 3 1 4 4 6 4 5 6 6 7 3 6 1 1 1 1 1 5 2 2 7 7 4 7 7 7 1 1 1 3 2 1 6 7 7 5 6 2 1 2 2 1 5 4 4 5 4 4 5 3 2 5 7 6 1 4 5 6 4 4 6 2 5 5 6 5 5 1 2 2 2 3
"266" 6 6 3 4 2 5 4 5 5 2 5 6 1 6 1 1 1 1 1 1 6 6 5 6 4 2 1 3 6 3 6 6 7 5 3 5 1 6 3 5 5 6 5 3 6 6 6 6 3 5 1 5 5 3 6 7 6 3 7 2 3 2 6 5 4 6 5 6 2 6 6 5 5 6 6 5 3 7 4 3 3 4 5 2 1 5 6 6 3 3 6 5 7 4 5 2 3 2 3 2
"267" 7 1 2 2 2 4 2 5 3 4 1 5 4 1 3 6 7 6 1 2 7 6 5 6 3 2 7 5 4 5 4 3 3 7 2 2 3 5 4 6 5 6 5 7 5 3 3 5 2 3 4 6 7 5 1 2 6 1 3 4 6 4 6 4 6 4 4 3 4 3 6 5 5 5 5 6 5 5 2 6 7 5 7 7 6 7 1 1 1 2 5 5 6 5 5 1 4 6 3 3
"268" 4 2 5 4 5 4 1 7 5 6 3 4 6 6 4 2 1 2 3 3 5 5 6 6 3 2 3 4 2 2 6 6 4 4 3 1 3 3 2 2 1 4 2 3 3 3 6 5 2 4 6 7 7 1 1 1 2 1 3 1 5 5 6 5 6 3 3 3 4 3 5 6 3 5 3 5 7 5 2 5 7 5 6 6 2 5 5 2 3 2 7 6 7 7 4 2 2 4 1 3
"269" 7 4 4 2 5 4 7 7 7 5 7 7 7 4 6 3 1 1 2 2 6 6 6 6 3 3 7 5 3 7 7 5 5 4 4 5 5 6 6 7 2 2 2 3 4 5 5 4 6 7 7 2 2 4 7 7 6 4 6 7 3 2 3 1 2 6 7 7 7 5 4 4 4 2 3 4 3 6 4 1 6 6 5 6 5 5 4 5 6 1 4 5 2 2 5 5 3 4 4 1
"270" 2 7 7 5 5 6 6 7 7 4 6 7 2 7 5 2 2 1 1 1 4 5 3 5 3 4 3 4 5 5 2 3 4 1 3 2 2 5 4 5 4 6 4 6 4 3 3 4 5 6 5 3 2 1 7 5 6 5 6 3 1 3 7 1 4 6 5 6 5 6 3 6 2 5 3 4 1 6 5 4 7 6 6 6 6 6 7 1 2 2 3 6 5 2 2 3 5 6 3 5
"271" 2 6 6 4 5 6 6 6 6 4 7 7 5 7 6 1 1 1 1 2 4 7 5 5 3 2 7 3 1 3 5 3 5 1 2 5 5 5 4 7 1 4 2 3 5 5 2 3 5 5 2 1 1 1 7 7 7 5 7 6 3 2 2 2 2 6 6 7 5 5 5 3 2 5 5 6 5 4 4 5 7 7 6 7 6 7 6 1 2 2 7 7 7 6 7 2 1 5 2 1
"272" 3 4 5 5 4 5 6 6 5 6 6 6 6 7 4 6 1 1 2 2 6 6 4 6 3 1 3 6 3 3 7 3 5 2 2 4 5 5 1 5 4 4 5 1 3 6 7 4 6 5 3 6 7 7 1 2 2 4 1 1 7 3 5 2 5 4 5 5 3 5 5 6 5 5 6 4 5 4 2 5 7 3 6 7 7 6 1 1 2 1 5 5 5 4 4 1 3 2 2 2
"273" 2 3 5 6 5 5 3 7 4 7 7 7 6 5 6 4 1 1 2 1 5 5 6 4 2 4 6 1 2 2 5 2 5 5 3 1 3 2 3 5 4 6 3 3 5 2 6 7 4 4 1 7 6 5 1 2 4 3 4 1 7 4 3 4 7 2 2 3 3 2 5 2 6 5 5 5 3 5 2 5 5 7 6 7 6 6 5 1 1 1 6 7 7 5 4 1 1 3 1 1
"274" 7 5 3 2 7 2 6 3 1 4 1 4 2 5 6 5 1 2 1 3 5 6 5 3 4 2 1 6 4 2 5 3 3 5 5 6 7 4 5 6 4 5 6 7 6 5 6 7 2 4 4 7 7 5 3 5 2 3 7 2 5 3 6 2 1 4 4 5 6 5 7 5 7 5 5 7 6 3 2 3 6 6 6 7 5 7 3 1 3 3 1 5 4 3 2 5 4 6 6 2
"275" 5 1 4 4 2 1 1 2 5 6 6 4 2 5 3 6 2 3 3 5 2 6 5 5 3 3 2 3 5 1 7 7 6 4 6 5 6 5 4 7 4 3 3 5 3 4 6 4 3 4 3 5 5 1 4 6 3 1 4 3 5 3 5 1 3 6 5 5 3 5 2 3 2 3 1 2 2 3 5 7 5 6 2 6 5 5 6 3 2 2 7 6 6 4 6 1 1 1 2 1
"276" 5 2 1 5 5 6 1 6 4 2 3 7 1 2 2 7 2 3 2 3 2 5 3 4 2 2 2 7 6 5 1 3 4 1 3 5 3 2 2 7 1 2 3 5 4 6 3 5 5 3 2 7 7 5 2 2 1 5 2 2 2 2 1 1 2 7 5 7 7 7 5 5 5 5 6 6 4 5 5 5 7 7 7 7 5 7 1 1 1 2 1 6 7 2 3 4 2 4 5 6
"277" 5 2 1 3 1 2 1 5 2 1 7 7 4 7 7 6 1 1 1 1 5 6 7 7 6 1 2 4 3 2 7 3 7 5 4 2 5 5 3 7 4 4 5 5 4 6 6 5 1 6 2 6 6 3 6 5 4 3 6 7 6 7 7 6 5 2 2 2 1 3 6 7 6 7 3 7 6 5 1 7 5 6 6 5 2 6 2 3 3 3 5 5 7 3 6 1 1 4 3 2
"278" 3 3 2 5 5 7 2 3 5 5 6 4 6 3 5 6 4 7 2 4 5 2 1 1 1 4 6 7 4 7 4 4 3 3 5 5 6 5 3 5 4 6 6 7 5 7 5 5 3 2 2 4 3 2 5 6 5 5 4 7 4 2 4 2 3 5 6 6 6 6 6 2 3 3 2 4 7 3 3 5 6 4 7 7 6 5 4 1 6 1 5 6 6 1 3 1 1 4 2 3
"279" 2 5 6 4 4 5 1 7 5 5 7 7 4 7 4 3 1 1 1 1 7 6 5 5 2 2 2 6 6 2 6 5 1 3 4 7 5 3 3 6 7 4 6 6 7 6 6 7 1 5 1 6 6 4 3 4 3 4 4 3 7 6 5 7 7 5 1 2 2 2 7 6 7 6 7 6 7 6 2 3 7 5 6 6 7 6 3 1 5 2 6 5 6 6 5 1 2 1 1 2
"280" 2 2 1 3 5 1 1 7 4 3 4 7 7 7 3 3 1 1 2 2 6 7 7 7 5 1 2 5 3 3 7 6 5 3 3 7 5 5 5 7 1 2 2 2 2 5 2 4 5 5 6 6 6 7 2 2 1 2 2 6 5 3 4 3 2 4 4 6 5 4 6 5 5 6 6 5 6 6 2 7 6 5 5 5 1 5 5 2 3 3 6 6 5 2 7 1 1 3 2 2
"281" 5 4 6 5 2 3 3 5 6 1 2 2 3 6 6 7 2 5 1 1 3 5 3 7 2 5 4 1 7 4 5 3 5 4 5 5 7 5 4 5 5 4 5 5 5 6 7 7 4 5 1 3 7 4 2 5 4 6 6 5 5 2 6 2 5 5 5 5 6 4 4 5 3 7 6 2 5 7 4 5 5 7 6 4 3 6 7 2 4 2 7 7 3 7 6 2 3 4 3 3
"282" 4 7 4 5 5 5 5 6 6 4 6 6 7 7 6 5 1 1 2 1 4 6 3 5 4 3 3 2 3 3 6 3 6 3 4 5 2 5 5 6 7 4 6 7 6 7 7 7 1 5 3 2 2 2 6 6 7 5 6 6 1 2 2 1 2 5 7 6 7 7 5 6 4 4 5 6 5 5 5 5 7 7 7 7 7 7 1 1 3 1 6 7 6 2 5 2 2 4 1 3
"283" 5 5 6 6 2 5 4 5 6 1 7 7 6 7 5 1 1 1 1 1 6 5 6 7 5 1 6 5 5 2 5 3 6 5 5 3 6 5 3 5 2 2 4 4 1 6 3 5 5 4 5 5 6 5 2 2 1 2 5 5 5 3 7 6 7 3 1 5 2 4 5 6 5 6 5 7 5 5 3 3 7 7 7 7 6 6 2 2 4 2 6 5 5 6 7 2 1 3 2 3
"284" 3 2 5 4 5 4 2 5 4 2 5 3 2 5 2 4 4 2 1 1 5 5 2 6 2 3 3 5 5 2 6 7 6 5 5 6 2 5 2 6 3 4 4 5 2 5 4 5 5 4 2 7 3 5 5 5 3 6 5 5 3 5 4 2 4 6 4 5 2 4 3 1 5 2 2 4 5 4 1 6 5 2 5 5 4 4 3 2 3 3 5 6 5 5 5 3 3 5 4 1
"285" 4 3 5 2 5 2 6 5 3 3 6 7 1 2 4 5 1 1 1 3 6 5 3 5 5 5 7 5 6 5 1 3 2 2 1 2 5 1 1 2 2 2 2 7 3 2 2 2 5 2 2 4 5 1 3 6 7 5 6 5 1 2 5 1 1 7 7 7 7 7 7 3 7 7 6 6 6 6 1 3 6 6 6 6 2 4 5 2 5 2 6 2 6 4 6 4 1 1 1 1
"286" 2 6 6 3 6 5 5 5 6 5 6 4 6 6 3 1 4 1 1 3 6 6 6 5 2 1 1 5 2 5 6 2 6 4 5 6 6 5 2 7 6 4 5 2 6 5 6 6 2 5 1 2 2 3 7 7 3 6 7 6 2 2 6 2 4 4 6 6 6 5 5 2 5 5 5 5 7 4 4 5 7 6 5 4 1 2 2 7 2 3 4 6 6 5 3 3 3 3 3 4
"287" 7 2 4 5 1 3 4 4 1 6 3 2 4 2 6 7 3 5 1 4 6 5 5 5 1 2 2 2 5 3 7 2 6 4 4 2 5 6 5 7 1 1 2 2 1 5 6 2 5 4 2 7 4 7 2 1 1 2 4 2 5 4 7 4 5 4 4 5 2 3 5 3 3 2 2 4 5 4 3 4 4 7 6 5 5 5 4 3 6 3 5 6 5 4 3 1 1 2 4 3
"288" 3 6 5 6 5 6 7 2 6 6 7 6 7 7 5 3 1 1 1 1 6 5 5 5 3 1 2 6 5 4 6 7 5 5 7 1 7 6 4 7 5 5 7 7 7 6 6 7 2 2 6 7 5 1 3 4 2 1 6 6 6 3 5 2 3 5 3 4 5 3 5 3 6 5 5 4 5 6 4 3 4 6 4 5 5 6 3 3 2 3 4 5 5 4 6 1 4 2 2 4
"289" 6 1 1 2 4 1 2 2 3 3 3 4 2 3 4 7 7 4 4 5 6 6 7 7 5 1 1 2 1 1 7 6 5 4 6 3 4 6 4 7 2 2 3 2 1 5 5 4 5 6 6 6 6 6 2 2 2 4 7 2 5 5 6 1 5 4 2 3 3 5 6 6 6 5 5 5 6 5 2 5 7 7 5 6 1 4 1 2 3 2 7 4 6 4 4 6 7 5 7 5
"290" 3 3 5 3 2 3 3 6 1 3 6 5 7 6 5 3 3 2 2 3 7 7 7 6 5 1 1 5 2 2 7 5 6 6 6 5 6 7 7 7 1 3 1 3 1 2 5 3 7 5 2 7 6 2 2 3 3 3 5 5 5 2 6 3 6 5 2 5 2 7 5 2 6 6 5 4 5 5 6 1 6 4 5 4 2 4 5 2 7 5 7 6 7 5 6 1 1 1 4 1
"291" 3 3 6 4 5 4 6 5 7 6 7 7 5 7 5 2 1 1 1 1 5 5 5 4 2 2 4 5 2 2 5 1 2 2 2 3 3 4 2 4 2 4 3 3 3 7 4 4 3 6 1 1 5 6 6 3 2 1 6 4 4 5 5 3 3 5 5 3 3 5 2 2 4 5 4 4 5 6 3 3 7 6 7 7 5 6 1 1 1 1 6 6 6 7 5 2 3 4 3 1
"292" 3 4 6 4 3 6 4 7 5 1 4 7 1 5 5 6 1 7 1 1 5 6 4 5 2 2 6 7 5 3 5 5 2 5 3 2 3 4 3 7 6 4 4 6 3 5 6 5 3 5 3 2 2 2 6 6 4 2 7 6 5 5 5 2 3 7 5 5 5 6 4 5 6 5 5 5 4 5 3 4 3 7 5 5 2 6 3 3 3 2 6 6 6 5 6 2 2 2 2 2
"293" 4 2 5 2 2 2 5 3 3 6 4 4 3 6 5 5 3 7 5 2 5 6 5 5 4 3 3 2 7 3 5 4 5 4 4 3 1 4 2 3 5 6 4 3 2 5 5 6 2 3 1 6 6 7 2 1 1 1 3 3 6 6 7 5 7 2 2 2 1 3 5 4 6 6 2 5 5 6 1 6 3 5 6 6 7 5 2 2 3 3 7 4 6 4 3 2 2 3 2 4
"294" 5 5 5 6 7 7 6 6 4 3 7 4 7 7 7 3 2 1 1 1 5 4 5 2 4 5 4 4 4 1 6 6 5 2 3 4 6 2 5 5 2 4 4 5 3 4 6 6 6 3 5 7 5 4 4 2 2 3 6 1 1 1 4 1 4 6 6 7 4 7 6 6 6 5 6 5 4 3 2 4 3 6 6 6 5 5 2 1 2 3 3 7 7 3 5 1 2 2 2 2
"295" 2 3 3 3 5 5 5 5 5 2 7 7 7 7 5 7 1 1 1 3 6 7 7 6 5 1 3 5 5 1 5 6 7 4 2 1 4 5 2 4 3 3 2 1 3 5 6 3 5 4 1 5 6 3 3 3 1 6 5 2 7 6 4 2 6 4 3 5 5 4 5 2 6 3 2 3 5 6 2 7 7 5 1 1 4 3 2 7 6 6 6 6 2 5 5 2 2 3 4 2
"296" 5 5 5 6 3 6 2 6 5 1 7 6 4 7 6 5 1 1 1 2 6 7 5 7 5 2 3 2 6 6 6 3 4 4 4 6 1 5 2 5 2 1 1 4 4 7 6 4 5 7 6 7 6 7 5 4 4 2 5 5 7 6 7 3 3 6 2 2 2 2 6 5 5 4 4 4 5 5 3 7 7 5 7 6 2 6 1 3 2 3 5 6 5 1 6 2 4 2 4 2
"297" 2 6 3 7 1 5 5 6 5 3 6 4 4 4 5 2 2 1 2 2 7 7 5 5 2 1 3 6 1 2 2 5 5 4 2 7 2 4 3 5 3 5 3 5 4 2 6 6 4 1 5 4 3 2 5 2 3 5 5 6 2 3 5 2 3 5 5 6 2 6 5 3 3 3 6 5 5 6 1 3 7 7 5 7 7 7 6 1 3 2 6 4 6 1 4 2 4 4 4 1
"298" 5 3 2 3 2 2 2 6 5 2 4 2 4 5 7 1 3 2 1 5 6 7 7 6 5 1 2 2 2 3 6 5 6 5 6 6 6 7 4 7 3 2 3 6 3 6 3 6 6 6 2 5 4 6 4 7 4 4 6 5 5 2 3 3 2 6 4 6 5 6 3 2 5 3 3 5 5 4 3 6 5 5 4 1 3 4 5 6 7 5 7 5 6 6 5 2 2 1 3 2
"299" 6 2 5 3 4 2 4 3 4 1 4 2 1 4 4 6 6 2 2 1 5 6 5 6 5 1 2 6 3 1 4 3 3 2 2 5 3 4 2 5 5 5 2 4 5 5 6 5 5 6 3 2 3 4 3 7 7 5 6 6 6 3 2 5 6 4 2 7 2 3 5 2 5 5 5 7 6 4 5 5 7 7 7 6 4 6 3 2 6 2 5 3 7 5 7 2 6 6 4 2
"300" 6 2 1 2 1 2 2 2 1 6 3 7 7 5 6 2 5 3 2 7 5 6 6 5 3 2 3 2 1 5 5 3 4 3 4 5 4 4 2 5 6 6 4 6 7 7 7 6 3 1 1 3 5 2 6 6 4 2 6 6 3 4 5 2 6 2 2 2 2 2 7 5 6 7 4 3 7 6 2 4 5 7 5 7 5 7 2 3 3 3 3 7 5 1 3 2 4 4 4 4
"301" 5 1 5 4 4 5 2 5 3 7 6 6 7 7 4 1 1 1 1 1 5 5 7 6 6 1 3 5 5 1 7 5 6 5 6 5 7 7 6 7 6 6 7 5 5 7 6 7 2 1 5 6 5 5 5 2 5 4 5 6 7 7 4 6 6 2 1 3 2 2 6 6 6 5 7 6 6 5 1 5 6 7 6 3 2 5 1 6 5 2 6 7 6 5 3 2 3 4 3 2
"302" 6 5 2 1 6 2 1 5 1 6 7 7 5 7 5 1 2 1 1 2 6 6 7 7 6 1 6 1 3 2 7 5 7 5 7 5 6 7 5 7 3 2 2 7 1 6 6 5 5 7 2 5 1 3 6 6 5 6 5 6 6 5 6 2 7 2 3 4 5 6 2 3 2 1 2 5 3 3 2 4 7 7 5 5 7 5 3 4 6 2 7 6 7 6 3 1 2 5 4 1
"303" 3 6 6 4 5 7 5 5 5 5 7 6 6 7 7 1 1 1 2 2 2 3 5 6 2 1 2 5 5 2 5 4 6 5 4 5 4 6 5 6 3 5 3 4 3 5 7 6 3 3 1 1 4 3 6 7 3 3 4 7 3 1 5 3 1 7 7 7 7 7 3 4 7 6 6 6 7 5 5 5 6 6 6 6 1 5 4 4 2 6 6 4 7 5 7 1 2 2 2 1
"304" 2 4 2 3 2 5 3 3 4 6 6 6 6 6 6 6 3 1 1 4 5 6 6 4 1 4 1 5 6 2 5 5 5 2 3 4 1 3 3 6 6 5 7 7 6 6 6 6 2 2 5 3 5 1 3 6 2 2 4 6 5 4 6 7 7 4 1 3 3 6 6 6 6 6 7 7 6 7 2 2 4 5 3 6 4 5 1 2 3 3 4 6 7 2 2 1 2 1 3 1
"305" 6 3 5 3 4 2 4 1 2 1 3 6 6 6 5 2 2 5 3 2 5 6 2 3 2 2 2 5 4 3 6 5 6 3 6 4 5 6 5 7 3 6 3 7 4 3 3 7 5 4 1 5 5 6 4 6 5 3 7 5 6 6 7 5 4 2 3 3 2 3 3 4 5 2 2 3 2 2 4 6 7 7 5 7 5 6 3 1 2 2 1 4 4 4 3 5 5 7 6 3
"306" 3 3 3 3 1 3 3 1 5 6 3 4 5 2 1 6 7 6 2 2 1 1 2 2 1 5 6 7 7 7 4 1 3 2 2 3 6 4 1 6 5 5 6 7 4 6 7 5 1 5 1 4 4 5 5 7 5 7 5 2 1 1 3 1 2 6 5 6 7 6 4 5 5 4 3 3 5 6 3 2 7 7 6 7 6 7 3 1 2 2 6 5 5 2 3 5 5 4 6 4
"307" 2 7 6 5 3 5 5 5 7 7 5 6 5 7 6 6 1 5 3 1 6 7 6 1 5 2 1 2 5 3 6 6 5 4 4 5 5 5 2 7 3 2 4 5 4 3 4 5 5 5 3 6 2 7 5 3 6 5 6 5 3 4 5 2 3 5 5 5 5 5 4 2 3 3 1 3 4 3 5 3 5 3 4 4 1 2 6 7 4 6 5 7 6 4 4 1 2 4 4 6
"308" 5 3 3 3 3 2 2 5 2 3 2 1 1 2 2 6 5 3 3 5 4 7 5 6 2 2 2 3 3 2 5 6 2 2 4 2 2 4 2 6 3 3 5 5 5 6 7 6 5 4 3 5 6 4 3 3 2 1 5 7 4 3 4 5 3 5 5 4 1 5 2 1 2 2 1 3 3 4 6 4 5 6 5 2 3 1 5 5 3 5 6 1 4 1 2 5 3 4 5 3
"309" 4 3 5 2 2 4 6 5 5 2 7 7 7 7 6 2 1 1 1 1 6 6 6 6 4 2 1 3 4 3 4 5 2 4 3 2 4 2 6 4 3 3 4 1 5 6 6 4 5 5 4 6 6 5 2 4 4 3 2 6 2 1 1 1 1 5 6 7 6 7 7 7 7 7 6 7 6 7 1 2 7 7 7 7 6 6 1 1 1 2 4 7 5 5 2 3 2 4 5 1
"310" 7 1 2 1 2 1 1 6 2 2 3 5 4 5 5 7 3 2 2 7 3 5 5 6 3 2 2 7 5 3 5 5 5 3 5 4 5 6 5 6 1 1 2 1 2 7 6 4 5 6 2 6 6 6 4 2 4 1 6 4 4 2 5 4 3 6 5 5 6 5 6 7 5 4 3 5 3 4 4 6 6 7 5 5 3 3 1 3 7 2 4 5 5 6 1 2 4 2 3 1
"311" 4 2 5 5 2 6 2 7 5 1 6 7 6 7 2 2 1 3 1 1 5 6 5 7 7 2 2 2 4 5 4 1 2 5 4 3 3 3 2 5 2 3 4 6 3 5 3 3 6 6 3 6 7 3 3 2 4 4 7 6 5 4 6 4 4 4 3 4 2 3 7 6 7 7 5 7 6 4 1 3 5 6 5 7 4 6 3 2 5 2 2 6 5 3 7 1 4 6 4 3
"312" 6 1 1 2 1 3 2 6 5 4 4 6 5 6 5 4 1 1 1 1 7 6 6 6 3 2 4 5 3 6 6 4 4 6 6 2 3 5 7 5 4 3 5 1 4 7 6 5 4 2 2 7 7 6 3 1 5 2 5 2 1 2 5 1 2 7 7 7 6 5 6 6 6 6 5 5 6 7 2 1 7 7 7 5 6 6 3 2 5 5 3 5 6 1 4 1 2 3 2 2
"313" 6 5 5 6 4 5 7 6 4 6 3 5 3 6 6 2 3 4 2 4 2 1 2 3 2 6 2 5 5 6 6 3 4 1 2 1 3 5 4 6 7 7 7 7 6 7 6 6 3 1 4 7 7 6 2 2 2 5 3 5 6 5 2 3 2 5 4 5 4 6 7 7 7 6 7 7 7 7 1 4 5 6 6 7 7 6 5 1 1 4 5 7 5 2 1 7 7 5 6 4
"314" 7 4 2 1 6 3 2 5 5 4 3 2 3 4 4 7 2 2 2 2 1 1 2 5 5 5 7 5 5 2 3 1 2 5 2 3 1 4 4 4 1 1 1 5 3 7 6 3 6 7 3 6 6 5 4 2 2 4 5 2 6 5 4 4 6 5 3 5 3 5 5 4 5 4 5 5 6 6 2 7 7 6 7 6 3 5 6 4 3 2 6 6 7 3 6 1 2 5 3 4
"315" 1 6 6 5 3 6 5 5 2 3 7 7 7 7 6 4 2 1 1 1 6 7 7 7 7 1 1 3 2 1 7 5 6 5 5 3 2 6 3 7 1 1 1 4 1 2 3 4 7 5 4 6 6 7 1 3 2 3 5 1 6 6 6 3 5 4 1 3 3 5 5 5 5 7 5 5 6 4 4 5 6 6 7 6 2 5 6 2 5 3 6 6 5 1 4 2 5 5 5 3
"316" 1 5 5 7 3 6 6 7 7 4 6 4 5 7 5 4 1 1 1 1 5 5 4 5 3 3 3 4 6 6 5 1 5 3 2 2 2 5 4 4 3 4 5 4 6 6 4 5 4 6 5 2 5 3 5 7 7 7 4 5 1 1 1 1 2 7 7 7 6 7 6 5 5 6 5 7 7 6 3 4 4 6 6 4 4 4 6 6 6 2 3 6 5 6 5 1 1 2 2 3
"317" 6 2 2 1 1 1 3 3 1 1 6 7 5 7 7 6 4 2 2 2 6 3 6 2 2 5 6 6 5 3 7 2 4 4 3 5 4 3 1 5 1 2 3 5 2 4 2 4 6 7 3 6 3 5 6 7 5 5 3 3 1 2 1 1 1 7 7 7 6 7 6 6 6 6 4 6 5 5 3 5 5 7 7 3 5 4 2 2 6 2 6 7 7 5 7 1 1 2 2 1
"318" 4 4 6 4 3 4 4 1 1 2 6 5 5 6 3 5 2 2 1 2 6 3 4 3 2 3 3 7 7 7 2 5 5 2 2 5 6 5 2 6 7 7 6 6 6 7 7 6 6 2 3 6 4 4 2 1 3 3 6 3 2 2 4 1 3 6 4 6 6 6 6 6 5 5 4 3 7 5 2 6 5 7 6 5 1 4 3 2 2 3 4 3 5 5 3 5 4 5 4 3
"319" 6 6 7 2 4 3 3 6 7 2 7 3 7 7 7 5 2 1 1 1 3 2 6 5 3 5 4 5 5 3 5 3 2 5 5 2 5 5 1 7 6 7 5 7 5 7 3 7 1 2 3 2 5 3 6 7 5 6 5 7 5 2 2 2 3 5 5 5 5 6 7 5 7 6 6 7 7 7 1 3 6 5 7 7 6 7 2 1 6 1 5 6 4 2 2 2 4 5 6 3
"320" 6 2 2 2 2 2 4 3 2 2 4 2 5 1 3 5 3 4 2 2 1 4 1 6 2 5 3 6 4 4 5 3 5 3 3 5 7 5 1 6 2 1 3 5 3 7 4 4 3 7 7 6 7 7 1 2 1 1 3 2 2 5 7 3 4 4 5 6 5 5 6 5 4 5 6 5 5 5 4 3 7 7 5 5 4 5 4 5 2 3 5 6 6 3 4 1 3 4 2 2
"321" 4 5 2 3 4 5 2 5 4 5 7 2 7 5 6 4 2 1 2 1 3 5 5 3 2 5 5 5 7 3 5 3 4 6 4 2 3 5 2 5 2 3 2 3 3 3 6 6 5 3 4 3 7 6 2 2 1 1 5 3 4 3 5 3 5 6 3 5 2 2 5 3 6 6 5 6 6 5 3 5 6 7 6 7 4 6 1 2 2 3 6 5 6 5 5 2 1 4 1 2
"322" 6 3 3 2 3 1 1 6 3 1 7 6 6 7 6 2 1 1 2 1 7 7 6 7 6 1 1 3 3 1 6 4 7 3 6 3 6 6 7 7 1 4 2 4 3 7 6 2 7 7 1 1 1 2 7 6 6 5 6 7 2 3 3 1 1 7 6 7 7 6 6 6 7 6 4 5 4 7 2 3 4 7 5 7 7 6 2 1 1 2 6 5 6 3 6 1 2 2 2 2
